ano_agricola;safra;uf;produto;id_produto;id_levantamento;dsc_levantamento;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2021                ;UNICA          ;NI;CAFE                                    ;7090; 003;3º LEV              ;1401;41;29.3
2021                ;UNICA          ;NI;CAFE                                    ;7090; 004;4º LEV              ;1428;46.2;32.4
2021                ;UNICA          ;NI;CAFE                                    ;7498; 004;4º LEV              ;3187;32.9;10.3
2021                ;UNICA          ;PR;CAFE                                    ;7498; 001;1º LEV              ;36120;925;25.6
2021                ;UNICA          ;PR;CAFE                                    ;7498; 002;2º LEV              ;33250;876;26.3
2021                ;UNICA          ;PR;CAFE                                    ;7498; 003;3º LEV              ;33250;873;26.3
2021                ;UNICA          ;PR;CAFE                                    ;7498; 004;4º LEV              ;33070;876.3;26.5
2021                ;UNICA          ;RJ;CAFE                                    ;7498; 001;1º LEV              ;11567;276;23.9
2021                ;UNICA          ;RJ;CAFE                                    ;7498; 002;2º LEV              ;10550;235;22.3
2021                ;UNICA          ;RJ;CAFE                                    ;7498; 003;3º LEV              ;10580;236;22.3
2021                ;UNICA          ;RJ;CAFE                                    ;7498; 004;4º LEV              ;10072.5;209;20.8
2021                ;UNICA          ;RO;CAFE                                    ;7090; 001;1º LEV              ;63569;2347;36.9
2021                ;UNICA          ;RO;CAFE                                    ;7090; 002;2º LEV              ;63569;2194;34.5
2021                ;UNICA          ;RO;CAFE                                    ;7090; 003;3º LEV              ;63569;2168;34.1
2021                ;UNICA          ;RO;CAFE                                    ;7090; 004;4º LEV              ;63569;2263.1;35.6
2021                ;UNICA          ;SP;CAFE                                    ;7498; 001;1º LEV              ;198181;4120;20.8
2021                ;UNICA          ;SP;CAFE                                    ;7498; 002;2º LEV              ;198181;4017;20.3
2021                ;UNICA          ;SP;CAFE                                    ;7498; 003;3º LEV              ;198181;4009;20.2
2021                ;UNICA          ;SP;CAFE                                    ;7498; 004;4º LEV              ;198181;4007.2;20.2
2022                ;UNICA          ;AM;CAFE                                    ;7498; 001;1º LEV              ;2000;30.6;15.3
2022                ;UNICA          ;AM;CAFE                                    ;7090; 001;1º LEV              ;2145;44.6;20.8
2022                ;UNICA          ;AM;CAFE                                    ;7090; 002;2º LEV              ;2145;44.6;20.8
2022                ;UNICA          ;AM;CAFE                                    ;7498; 002;2º LEV              ;2000;30.6;15.3
2022                ;UNICA          ;AM;CAFE                                    ;7090; 003;3º LEV              ;2145;44.6;20.8
2022                ;UNICA          ;AM;CAFE                                    ;7498; 003;3º LEV              ;2000;30.6;15.3
2022                ;UNICA          ;AM;CAFE                                    ;7090; 004;4º LEV              ;2145;44.7;20.8
2022                ;UNICA          ;AM;CAFE                                    ;7498; 004;4º LEV              ;2000;30.6;15.3
2022                ;UNICA          ;BA;CAFE                                    ;7090; 001;1º LEV              ;40280;2256;56
2022                ;UNICA          ;BA;CAFE                                    ;7498; 001;1º LEV              ;58310;1704;29.2
2022                ;UNICA          ;BA;CAFE                                    ;7090; 002;2º LEV              ;40280;2296;57
2022                ;UNICA          ;BA;CAFE                                    ;7498; 002;2º LEV              ;52600;1353;25.7
2022                ;UNICA          ;BA;CAFE                                    ;7090; 003;3º LEV              ;40280;2333;57.9
2022                ;UNICA          ;BA;CAFE                                    ;7498; 003;3º LEV              ;52600;1232;23.4
2022                ;UNICA          ;BA;CAFE                                    ;7090; 004;4º LEV              ;40280;2333;57.9
2022                ;UNICA          ;BA;CAFE                                    ;7498; 004;4º LEV              ;52600;1270.5;24.2
2022                ;UNICA          ;ES;CAFE                                    ;7498; 001;1º LEV              ;143305;4250;29.7
2022                ;UNICA          ;ES;CAFE                                    ;7090; 001;1º LEV              ;259174;11600;44.8
2022                ;UNICA          ;ES;CAFE                                    ;7090; 002;2º LEV              ;259174;12162;46.9
2022                ;UNICA          ;ES;CAFE                                    ;7498; 002;2º LEV              ;143305;4297;30
2022                ;UNICA          ;ES;CAFE                                    ;7498; 003;3º LEV              ;143305;4341;30.3
2022                ;UNICA          ;ES;CAFE                                    ;7090; 003;3º LEV              ;259174;12234;47.2
2022                ;UNICA          ;ES;CAFE                                    ;7498; 004;4º LEV              ;143305;4363;30.4
2022                ;UNICA          ;ES;CAFE                                    ;7090; 004;4º LEV              ;259174;12358;47.7
2022                ;UNICA          ;GO;CAFE                                    ;7498; 001;1º LEV              ;5568;250.3;45
2022                ;UNICA          ;GO;CAFE                                    ;7498; 002;2º LEV              ;5857;260.6;44.5
2022                ;UNICA          ;GO;CAFE                                    ;7498; 003;3º LEV              ;6285;280;44.6
2022                ;UNICA          ;GO;CAFE                                    ;7498; 004;4º LEV              ;6193;277.7;44.8
2022                ;UNICA          ;MG;CAFE                                    ;7090; 001;1º LEV              ;9661;309.8;32.1
2022                ;UNICA          ;MG;CAFE                                    ;7498; 001;1º LEV              ;980901;26687.4;27.2
2022                ;UNICA          ;MG;CAFE                                    ;7498; 002;2º LEV              ;1010340;24485.5;24.2
2022                ;UNICA          ;MG;CAFE                                    ;7090; 002;2º LEV              ;9448;305.6;32.3
2022                ;UNICA          ;MG;CAFE                                    ;7090; 003;3º LEV              ;9683;283.1;29.2
2022                ;UNICA          ;MG;CAFE                                    ;7498; 003;3º LEV              ;1007416;21750;21.6
2022                ;UNICA          ;MG;CAFE                                    ;7090; 004;4º LEV              ;9936;390;39.3
2022                ;UNICA          ;MG;CAFE                                    ;7498; 004;4º LEV              ;1008048;21570.1;21.4
2022                ;UNICA          ;MT;CAFE                                    ;7090; 001;1º LEV              ;10994;216.3;19.7
2022                ;UNICA          ;MT;CAFE                                    ;7090; 002;2º LEV              ;10994;225.4;20.5
2022                ;UNICA          ;MT;CAFE                                    ;7090; 003;3º LEV              ;11052;227.9;20.6
2022                ;UNICA          ;MT;CAFE                                    ;7090; 004;4º LEV              ;11052;227.9;20.6
2022                ;UNICA          ;NI;CAFE                                    ;7090; 001;1º LEV              ;1428;46.2;32.4
2022                ;UNICA          ;NI;CAFE                                    ;7498; 001;1º LEV              ;3182;32.9;10.3
2022                ;UNICA          ;NI;CAFE                                    ;7090; 002;2º LEV              ;1396;42.6;30.5
2022                ;UNICA          ;NI;CAFE                                    ;7498; 002;2º LEV              ;3187;32.5;10.2
2022                ;UNICA          ;NI;CAFE                                    ;7090; 003;3º LEV              ;1465;47.2;32.2
2022                ;UNICA          ;NI;CAFE                                    ;7498; 003;3º LEV              ;3165;27.2;8.6
2022                ;UNICA          ;NI;CAFE                                    ;7498; 004;4º LEV              ;3058;29.7;9.7
2022                ;UNICA          ;NI;CAFE                                    ;7090; 004;4º LEV              ;1387;45.2;32.6
2022                ;UNICA          ;PR;CAFE                                    ;7498; 001;1º LEV              ;29975;701.4;23.4
2022                ;UNICA          ;PR;CAFE                                    ;7498; 002;2º LEV              ;26989;552.9;20.5
2022                ;UNICA          ;PR;CAFE                                    ;7498; 003;3º LEV              ;27109;558.4;20.6
2022                ;UNICA          ;PR;CAFE                                    ;7498; 004;4º LEV              ;27109;497.9;18.4
2022                ;UNICA          ;RJ;CAFE                                    ;7498; 001;1º LEV              ;10187;241;23.7
2022                ;UNICA          ;RJ;CAFE                                    ;7498; 002;2º LEV              ;10571;266;25.2
2022                ;UNICA          ;RJ;CAFE                                    ;7498; 003;3º LEV              ;10474;288;27.5
2022                ;UNICA          ;RJ;CAFE                                    ;7498; 004;4º LEV              ;10474.4;294.3;28.1
2022                ;UNICA          ;RO;CAFE                                    ;7090; 001;1º LEV              ;65514;2486.3;38
2022                ;UNICA          ;RO;CAFE                                    ;7090; 002;2º LEV              ;65514;2640.2;40.3
2022                ;UNICA          ;RO;CAFE                                    ;7090; 003;3º LEV              ;64977;2800.5;43.1
2022                ;UNICA          ;RO;CAFE                                    ;7090; 004;4º LEV              ;64977;2800.5;43.1
2022                ;UNICA          ;SP;CAFE                                    ;7498; 001;1º LEV              ;197585;4886.3;24.7
2022                ;UNICA          ;SP;CAFE                                    ;7498; 002;2º LEV              ;197585;4433.8;22.4
2022                ;UNICA          ;SP;CAFE                                    ;7498; 003;3º LEV              ;199790;3903;19.5
2022                ;UNICA          ;SP;CAFE                                    ;7498; 004;4º LEV              ;199790;4387;22
2023                ;UNICA          ;BA;CAFE                                    ;7498; 001;1º LEV              ;55275;1231;22.3
2023                ;UNICA          ;BA;CAFE                                    ;7090; 001;1º LEV              ;42730;2393;56
2023                ;UNICA          ;BA;CAFE                                    ;7498; 002;2º LEV              ;55433;1168;21.1
2023                ;UNICA          ;BA;CAFE                                    ;7090; 002;2º LEV              ;42730;2475;57.9
2023                ;UNICA          ;BA;CAFE                                    ;7090; 003;3º LEV              ;42860;2289.1;53.4
2023                ;UNICA          ;BA;CAFE                                    ;7498; 003;3º LEV              ;55400;1129.4;20.4
2023                ;UNICA          ;BA;CAFE                                    ;7090; 004;4º LEV              ;42860;2289.1;53.4
2023                ;UNICA          ;BA;CAFE                                    ;7498; 004;4º LEV              ;54980;1107.6;20.1
2023                ;UNICA          ;ES;CAFE                                    ;7498; 001;1º LEV              ;130839;3093;23.6
2023                ;UNICA          ;ES;CAFE                                    ;7090; 001;1º LEV              ;261921;11460;43.8
2023                ;UNICA          ;ES;CAFE                                    ;7090; 002;2º LEV              ;261921;10575;40.4
2023                ;UNICA          ;ES;CAFE                                    ;7498; 002;2º LEV              ;130839;3075;23.5
2023                ;UNICA          ;ES;CAFE                                    ;7090; 003;3º LEV              ;261921;10197;38.9
2023                ;UNICA          ;ES;CAFE                                    ;7498; 003;3º LEV              ;130839;2864;21.9
2023                ;UNICA          ;ES;CAFE                                    ;7090; 004;4º LEV              ;261921;10155;38.8
2023                ;UNICA          ;ES;CAFE                                    ;7498; 004;4º LEV              ;130839;2859;21.9
2023                ;UNICA          ;GO;CAFE                                    ;7498; 001;1º LEV              ;5760;233.3;40.5
2023                ;UNICA          ;GO;CAFE                                    ;7498; 002;2º LEV              ;5904;254.1;43
2023                ;UNICA          ;GO;CAFE                                    ;7498; 003;3º LEV              ;5375;202.2;37.6
2023                ;UNICA          ;GO;CAFE                                    ;7498; 004;4º LEV              ;5371;201.8;37.6
2023                ;UNICA          ;MG;CAFE                                    ;7090; 001;1º LEV              ;9936;390;39.3
2023                ;UNICA          ;MG;CAFE                                    ;7498; 001;1º LEV              ;1098099;27101.9;24.7
2023                ;UNICA          ;MG;CAFE                                    ;7498; 002;2º LEV              ;1073715;27499.3;25.6
2023                ;UNICA          ;MG;CAFE                                    ;7090; 002;2º LEV              ;9886;332.4;33.6
2023                ;UNICA          ;MG;CAFE                                    ;7498; 003;3º LEV              ;1074497;27933.8;26
2023                ;UNICA          ;MG;CAFE                                    ;7090; 003;3º LEV              ;9288;359.5;38.7
2023                ;UNICA          ;MG;CAFE                                    ;7090; 004;4º LEV              ;9079;355.5;39.2
2023                ;UNICA          ;MG;CAFE                                    ;7498; 004;4º LEV              ;1073368;28650.4;26.7
2023                ;UNICA          ;MT;CAFE                                    ;7090; 001;1º LEV              ;11190;232.5;20.8
2023                ;UNICA          ;MT;CAFE                                    ;7090; 002;2º LEV              ;11190;239.5;21.4
2023                ;UNICA          ;MT;CAFE                                    ;7090; 003;3º LEV              ;11490;245.8;21.4
2023                ;UNICA          ;MT;CAFE                                    ;7090; 004;4º LEV              ;11499;260.3;22.6
2023                ;UNICA          ;NI;CAFE                                    ;7090; 001;1º LEV              ;3532;89.9;25.5
2023                ;UNICA          ;NI;CAFE                                    ;7498; 001;1º LEV              ;5058;60.3;11.9
2023                ;UNICA          ;NI;CAFE                                    ;7498; 002;2º LEV              ;3060;33.1;10.8
2023                ;UNICA          ;NI;CAFE                                    ;7090; 002;2º LEV              ;1907.9;59.9;31.4
2023                ;UNICA          ;NI;CAFE                                    ;7498; 003;3º LEV              ;3050;33.5;11
2023                ;UNICA          ;NI;CAFE                                    ;7090; 003;3º LEV              ;1833.9;66;36
2023                ;UNICA          ;NI;CAFE                                    ;7090; 004;4º LEV              ;1833.9;66.1;36
2023                ;UNICA          ;NI;CAFE                                    ;7498; 004;4º LEV              ;2837;30.9;10.9
2023                ;UNICA          ;PR;CAFE                                    ;7498; 001;1º LEV              ;27109;733;27
2023                ;UNICA          ;PR;CAFE                                    ;7498; 002;2º LEV              ;25700;686.7;26.7
2023                ;UNICA          ;PR;CAFE                                    ;7498; 003;3º LEV              ;25826;687.2;26.6
2023                ;UNICA          ;PR;CAFE                                    ;7498; 004;4º LEV              ;25826;718.5;27.8
2023                ;UNICA          ;RJ;CAFE                                    ;7498; 001;1º LEV              ;10673;259.6;24.3
2023                ;UNICA          ;RJ;CAFE                                    ;7498; 002;2º LEV              ;11098;278;25
2023                ;UNICA          ;RJ;CAFE                                    ;7498; 003;3º LEV              ;11198;281;25.1
2023                ;UNICA          ;RJ;CAFE                                    ;7498; 004;4º LEV              ;11197;306;27.3
2023                ;UNICA          ;RO;CAFE                                    ;7090; 001;1º LEV              ;64977;2943.5;45.3
2023                ;UNICA          ;RO;CAFE                                    ;7090; 002;2º LEV              ;64977;3131.9;48.2
2023                ;UNICA          ;RO;CAFE                                    ;7090; 003;3º LEV              ;60621;3041.4;50.2
2023                ;UNICA          ;RO;CAFE                                    ;7090; 004;4º LEV              ;60621;3041.4;50.2
2023                ;UNICA          ;SP;CAFE                                    ;7498; 001;1º LEV              ;175829;4723;26.9
2023                ;UNICA          ;SP;CAFE                                    ;7498; 002;2º LEV              ;174837;4935;28.2
2023                ;UNICA          ;SP;CAFE                                    ;7498; 003;3º LEV              ;181548;5030.7;27.7
2023                ;UNICA          ;SP;CAFE                                    ;7498; 004;4º LEV              ;181548;5030.7;27.7
2024                ;UNICA          ;AM;CAFE                                    ;7090; 001;1º LEV              ;543.9;12.9;23.7
2024                ;UNICA          ;AM;CAFE                                    ;7090; 002;2º LEV              ;558.3;17.1;30.6
2024                ;UNICA          ;AM;CAFE                                    ;7090; 003;3º LEV              ;528.6;14.8;27.9
2024                ;UNICA          ;AM;CAFE                                    ;7090; 004;4º LEV              ;528.6;18.8;35.6
2024                ;UNICA          ;BA;CAFE                                    ;7090; 001;1º LEV              ;44250;2390;54
2024                ;UNICA          ;BA;CAFE                                    ;7498; 001;1º LEV              ;57545;1224.8;21.3
2024                ;UNICA          ;BA;CAFE                                    ;7090; 002;2º LEV              ;44330;2481.9;56
2024                ;UNICA          ;BA;CAFE                                    ;7498; 002;2º LEV              ;57045;1082.7;19
2024                ;UNICA          ;BA;CAFE                                    ;7090; 003;3º LEV              ;44330;1984.7;44.8
2024                ;UNICA          ;BA;CAFE                                    ;7498; 003;3º LEV              ;57045;1113.2;19.5
2024                ;UNICA          ;BA;CAFE                                    ;7090; 004;4º LEV              ;44330;1950.6;44
2024                ;UNICA          ;BA;CAFE                                    ;7498; 004;4º LEV              ;57045;1116.8;19.6
2024                ;UNICA          ;ES;CAFE                                    ;7090; 001;1º LEV              ;262988;11065.5;42.1
2024                ;UNICA          ;ES;CAFE                                    ;7498; 001;1º LEV              ;128363;3950;30.8
2024                ;UNICA          ;ES;CAFE                                    ;7498; 002;2º LEV              ;128363;4252;33.1
2024                ;UNICA          ;ES;CAFE                                    ;7090; 002;2º LEV              ;262988;10809;41.1
2024                ;UNICA          ;ES;CAFE                                    ;7498; 003;3º LEV              ;128363;4030;31.4
2024                ;UNICA          ;ES;CAFE                                    ;7090; 003;3º LEV              ;262988;9967;37.9
2024                ;UNICA          ;ES;CAFE                                    ;7090; 004;4º LEV              ;262988;9843;37.4
2024                ;UNICA          ;ES;CAFE                                    ;7498; 004;4º LEV              ;128363;4022;31.3
2024                ;UNICA          ;GO;CAFE                                    ;7498; 001;1º LEV              ;5858;255.7;43.6
2024                ;UNICA          ;GO;CAFE                                    ;7498; 002;2º LEV              ;5923;263.5;44.5
2024                ;UNICA          ;GO;CAFE                                    ;7498; 003;3º LEV              ;5873;252.5;43
2024                ;UNICA          ;GO;CAFE                                    ;7498; 004;4º LEV              ;5972;255.6;42.8
2024                ;UNICA          ;MG;CAFE                                    ;7090; 001;1º LEV              ;9078;355.5;39.2
2024                ;UNICA          ;MG;CAFE                                    ;7498; 001;1º LEV              ;1108211;28825.8;26
2024                ;UNICA          ;MG;CAFE                                    ;7498; 002;2º LEV              ;1101692;29836.4;27.1
2024                ;UNICA          ;MG;CAFE                                    ;7090; 002;2º LEV              ;9061;344.9;38.1
2024                ;UNICA          ;MG;CAFE                                    ;7498; 003;3º LEV              ;1104572;27686.6;25.1
2024                ;UNICA          ;MG;CAFE                                    ;7090; 003;3º LEV              ;9283;372;40.1
2024                ;UNICA          ;MG;CAFE                                    ;7498; 004;4º LEV              ;1091647;27708.3;25.4
2024                ;UNICA          ;MG;CAFE                                    ;7090; 004;4º LEV              ;11897;388.9;32.7
2024                ;UNICA          ;MT;CAFE                                    ;7090; 001;1º LEV              ;11596;263.7;22.7
2024                ;UNICA          ;MT;CAFE                                    ;7090; 002;2º LEV              ;11608;270.8;23.3
2024                ;UNICA          ;MT;CAFE                                    ;7090; 003;3º LEV              ;11608;270.9;23.3
2024                ;UNICA          ;MT;CAFE                                    ;7090; 004;4º LEV              ;11606;268.4;23.1
2024                ;UNICA          ;NI;CAFE                                    ;7498; 001;1º LEV              ;2852;32.8;11.5
2024                ;UNICA          ;NI;CAFE                                    ;7090; 001;1º LEV              ;1264;49.5;39.2
2024                ;UNICA          ;NI;CAFE                                    ;7090; 002;2º LEV              ;1264;50.8;40.2
2024                ;UNICA          ;NI;CAFE                                    ;7498; 002;2º LEV              ;2849;28.2;9.9
2024                ;UNICA          ;NI;CAFE                                    ;7498; 003;3º LEV              ;2816;28.7;10.2
2024                ;UNICA          ;NI;CAFE                                    ;7090; 003;3º LEV              ;1332;50.9;38.2
2024                ;UNICA          ;NI;CAFE                                    ;7498; 004;4º LEV              ;2792;29.3;10.5
2024                ;UNICA          ;NI;CAFE                                    ;7090; 004;4º LEV              ;1275;53.3;41.8
2024                ;UNICA          ;PR;CAFE                                    ;7498; 001;1º LEV              ;25826;718.5;27.8
2024                ;UNICA          ;PR;CAFE                                    ;7498; 002;2º LEV              ;25676;706.3;27.5
2024                ;UNICA          ;PR;CAFE                                    ;7498; 003;3º LEV              ;25285;675.1;26.7
2024                ;UNICA          ;PR;CAFE                                    ;7498; 004;4º LEV              ;25281;675.3;26.7
2024                ;UNICA          ;RJ;CAFE                                    ;7498; 001;1º LEV              ;11398;339.8;29.8
2024                ;UNICA          ;RJ;CAFE                                    ;7498; 002;2º LEV              ;11526;330.6;28.7
2024                ;UNICA          ;RJ;CAFE                                    ;7498; 003;3º LEV              ;11522;354.5;30.8
2024                ;UNICA          ;RJ;CAFE                                    ;7498; 004;4º LEV              ;11503;346.5;30.1
2024                ;UNICA          ;RO;CAFE                                    ;7090; 001;1º LEV              ;61937;3195.9;51.6
2024                ;UNICA          ;RO;CAFE                                    ;7090; 002;2º LEV              ;53792;2732.6;50.8
2024                ;UNICA          ;RO;CAFE                                    ;7090; 003;3º LEV              ;48363;2543.9;52.6
2024                ;UNICA          ;RO;CAFE                                    ;7090; 004;4º LEV              ;39805;2093.7;52.6
2024                ;UNICA          ;SP;CAFE                                    ;7498; 001;1º LEV              ;186141;5401.8;29
2024                ;UNICA          ;SP;CAFE                                    ;7498; 002;2º LEV              ;186141;5607;30.1
2024                ;UNICA          ;SP;CAFE                                    ;7498; 003;3º LEV              ;186141;5444.6;29.2
2024                ;UNICA          ;SP;CAFE                                    ;7498; 004;4º LEV              ;186141;5444.6;29.2
2025                ;UNICA          ;AM;CAFE                                    ;7090; 001;1º LEV              ;528.6;18.8;35.6
2025                ;UNICA          ;AM;CAFE                                    ;7090; 002;2º LEV              ;790.2;25.7;32.5
2025                ;UNICA          ;BA;CAFE                                    ;7090; 001;1º LEV              ;45000;2250.2;50
2025                ;UNICA          ;BA;CAFE                                    ;7498; 001;1º LEV              ;56245;1162.7;20.7
2025                ;UNICA          ;BA;CAFE                                    ;7498; 002;2º LEV              ;56245;1179.5;21
2025                ;UNICA          ;BA;CAFE                                    ;7090; 002;2º LEV              ;46190;2500;54.1
2025                ;UNICA          ;ES;CAFE                                    ;7090; 001;1º LEV              ;258211;11824;45.8
2025                ;UNICA          ;ES;CAFE                                    ;7498; 001;1º LEV              ;121611;3294;27.1
2025                ;UNICA          ;ES;CAFE                                    ;7090; 002;2º LEV              ;258211;13098;50.7
2025                ;UNICA          ;ES;CAFE                                    ;7498; 002;2º LEV              ;121611;3291;27.1
2025                ;UNICA          ;GO;CAFE                                    ;7498; 001;1º LEV              ;5575;195.5;35.1
2025                ;UNICA          ;GO;CAFE                                    ;7498; 002;2º LEV              ;5516;210.1;38.1
2025                ;UNICA          ;MG;CAFE                                    ;7498; 001;1º LEV              ;1064812;24343.4;22.9
2025                ;UNICA          ;MG;CAFE                                    ;7090; 001;1º LEV              ;11897;486;40.9
2025                ;UNICA          ;MG;CAFE                                    ;7090; 002;2º LEV              ;10862;443.7;40.8
2025                ;UNICA          ;MG;CAFE                                    ;7498; 002;2º LEV              ;1064703;25650.3;24.1
2025                ;UNICA          ;MT;CAFE                                    ;7090; 001;1º LEV              ;11824;267.6;22.6
2025                ;UNICA          ;MT;CAFE                                    ;7090; 002;2º LEV              ;11825;265.3;22.4
2025                ;UNICA          ;NI;CAFE                                    ;7090; 001;1º LEV              ;1275;53.3;41.8
2025                ;UNICA          ;NI;CAFE                                    ;7498; 001;1º LEV              ;2792;29.3;10.5
2025                ;UNICA          ;NI;CAFE                                    ;7090; 002;2º LEV              ;1773;84.4;47.6
2025                ;UNICA          ;NI;CAFE                                    ;7498; 002;2º LEV              ;2831;36;12.7
2025                ;UNICA          ;PR;CAFE                                    ;7498; 001;1º LEV              ;25281;675.3;26.7
2025                ;UNICA          ;PR;CAFE                                    ;7498; 002;2º LEV              ;25488;711.9;27.9
2025                ;UNICA          ;RJ;CAFE                                    ;7498; 001;1º LEV              ;11740;373.7;31.8
2025                ;UNICA          ;RJ;CAFE                                    ;7498; 002;2º LEV              ;11740;382;32.5
2025                ;UNICA          ;RO;CAFE                                    ;7090; 001;1º LEV              ;40920;2230.1;54.5
2025                ;UNICA          ;RO;CAFE                                    ;7090; 002;2º LEV              ;41622;2280.9;54.8
2025                ;UNICA          ;SP;CAFE                                    ;7498; 001;1º LEV              ;196025;4610.5;23.5
2025                ;UNICA          ;SP;CAFE                                    ;7498; 002;2º LEV              ;196025;5516.1;28.1